,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22119,28,39520,RENT,0.0,VENTURE,B,6500,11.89,0,0.16,N,6
5686,24,115000,RENT,1.0,HOMEIMPROVEMENT,A,5000,8.9,0,0.04,N,3
13636,23,44000,RENT,0.0,HOMEIMPROVEMENT,F,13000,17.26,1,0.3,Y,3
12542,23,65025,MORTGAGE,7.0,MEDICAL,C,16000,14.35,1,0.21,N,3
7610,22,54000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3000,10.0,0,0.06,N,3
28322,34,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.29,N,6
31003,43,72800,MORTGAGE,7.0,HOMEIMPROVEMENT,C,20000,12.84,0,0.27,Y,12
23599,27,37000,RENT,,MEDICAL,B,9000,11.11,0,0.24,N,5
30005,45,43800,RENT,0.0,EDUCATION,B,5000,,1,0.11,N,14
30268,36,31000,RENT,3.0,VENTURE,A,7100,8.9,0,0.23,N,12
6650,26,48000,RENT,0.0,PERSONAL,E,6000,16.45,1,0.13,N,4
2552,24,30000,RENT,1.0,DEBTCONSOLIDATION,C,3000,13.98,1,0.1,Y,2
4095,24,118068,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.51,1,0.03,N,3
22561,33,55920,MORTGAGE,9.0,EDUCATION,A,22000,7.88,0,0.39,N,6
8854,24,60000,MORTGAGE,8.0,MEDICAL,C,21000,,0,0.35,Y,4
19934,27,37000,OWN,5.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.22,N,10
21635,30,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,6.62,0,0.2,N,7
30551,44,43000,RENT,3.0,DEBTCONSOLIDATION,B,7800,,0,0.18,N,13
19349,33,14400,RENT,2.0,MEDICAL,B,3000,11.83,1,0.21,N,5
5858,23,47000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,13850,12.68,0,0.29,Y,4
22801,29,56200,RENT,0.0,EDUCATION,E,7725,13.75,1,0.14,N,6
5293,21,45996,RENT,5.0,DEBTCONSOLIDATION,D,5000,,1,0.11,Y,3
11284,26,73000,MORTGAGE,10.0,EDUCATION,A,10625,6.03,0,0.15,N,4
32013,41,95000,OWN,2.0,MEDICAL,C,21600,13.92,0,0.23,Y,12
597,25,38000,RENT,9.0,MEDICAL,B,20000,11.11,1,0.53,N,4
17701,26,44400,MORTGAGE,,DEBTCONSOLIDATION,C,6500,14.35,0,0.15,N,3
8990,24,60000,MORTGAGE,3.0,VENTURE,A,20000,7.88,0,0.33,N,2
30129,43,48000,RENT,1.0,MEDICAL,C,5500,12.61,0,0.11,N,17
19112,28,37152,RENT,12.0,EDUCATION,D,2300,13.17,0,0.06,N,7
4898,25,39000,RENT,9.0,MEDICAL,A,5000,7.49,0,0.13,N,4
18966,29,100000,RENT,3.0,HOMEIMPROVEMENT,C,15000,12.04,0,0.15,N,10
16486,22,165000,MORTGAGE,5.0,VENTURE,D,24000,15.62,0,0.15,Y,2
1504,24,64000,RENT,8.0,HOMEIMPROVEMENT,C,1300,13.49,1,0.02,N,3
17613,25,56004,RENT,3.0,PERSONAL,C,7000,14.22,0,0.12,N,4
22398,29,55000,MORTGAGE,1.0,VENTURE,A,12625,7.9,0,0.23,N,6
8557,24,16000,RENT,0.0,HOMEIMPROVEMENT,C,8000,13.57,1,0.5,N,2
3992,25,46392,RENT,9.0,DEBTCONSOLIDATION,D,4000,16.32,1,0.09,Y,3
8685,26,60000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,10.65,0,0.2,N,2
28603,28,28800,MORTGAGE,2.0,EDUCATION,B,2000,10.59,0,0.07,N,8
14254,24,90000,MORTGAGE,5.0,VENTURE,C,19200,12.84,1,0.21,Y,4
29768,41,31000,RENT,5.0,MEDICAL,E,3700,16.32,1,0.12,N,17
6450,23,50000,OWN,5.0,VENTURE,A,7000,8.9,0,0.14,N,4
4693,23,50000,RENT,0.0,EDUCATION,A,4900,8.49,0,0.1,N,3
20062,31,37584,RENT,0.0,EDUCATION,B,3900,,0,0.1,N,8
25554,28,86000,MORTGAGE,12.0,EDUCATION,B,15000,10.62,0,0.17,N,10
16646,24,98000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,13200,15.28,1,0.13,Y,3
24331,29,48000,RENT,6.0,MEDICAL,C,10000,13.8,0,0.21,N,10
21025,27,45000,MORTGAGE,11.0,PERSONAL,B,3450,11.99,0,0.08,N,7
27158,28,54996,RENT,8.0,PERSONAL,D,15000,14.09,0,0.27,Y,9
9130,26,56000,RENT,1.0,PERSONAL,A,5100,8.0,0,0.09,N,4
12457,22,81500,MORTGAGE,6.0,PERSONAL,A,20000,6.54,0,0.25,N,2
12834,24,85000,OWN,8.0,VENTURE,A,22000,6.54,0,0.26,N,4
13273,25,90000,MORTGAGE,4.0,VENTURE,B,10000,10.0,0,0.11,N,2
16460,24,60000,RENT,4.0,PERSONAL,B,12500,11.49,0,0.21,N,3
30153,36,48000,MORTGAGE,6.0,VENTURE,A,1500,8.9,0,0.03,N,16
1029,24,66000,RENT,2.0,PERSONAL,D,18000,14.54,1,0.27,Y,4
2360,22,34000,RENT,2.0,HOMEIMPROVEMENT,C,2500,13.57,1,0.07,Y,3
24118,27,54400,MORTGAGE,11.0,MEDICAL,D,3000,,1,0.05,Y,5
20346,28,40000,OWN,2.0,EDUCATION,A,3600,6.99,0,0.09,N,10
28771,29,72000,RENT,13.0,DEBTCONSOLIDATION,C,15900,13.04,0,0.22,N,10
28278,32,45000,MORTGAGE,7.0,EDUCATION,A,4000,7.49,0,0.09,N,5
31292,36,85000,OWN,2.0,EDUCATION,D,8000,14.96,0,0.09,N,14
22339,32,32000,RENT,1.0,HOMEIMPROVEMENT,D,7000,14.91,1,0.22,Y,9
26351,33,100000,MORTGAGE,12.0,VENTURE,B,8000,11.86,0,0.08,N,7
6397,22,38000,RENT,2.0,EDUCATION,C,6000,13.57,0,0.16,Y,4
9728,26,64000,MORTGAGE,3.0,EDUCATION,B,12000,11.71,0,0.19,N,3
7423,25,101877,RENT,9.0,VENTURE,B,6600,10.99,0,0.06,N,2
23792,28,39000,RENT,0.0,MEDICAL,A,9600,7.49,0,0.25,N,8
14588,25,110000,MORTGAGE,1.0,EDUCATION,B,6500,10.37,0,0.06,N,3
27310,28,130000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,12000,13.55,0,0.09,Y,8
29571,42,32004,RENT,1.0,DEBTCONSOLIDATION,A,2500,7.49,1,0.08,N,17
17940,32,240000,MORTGAGE,5.0,MEDICAL,A,8400,7.51,0,0.04,N,5
3481,26,48000,RENT,2.0,EDUCATION,A,10700,9.63,0,0.22,N,4
24228,30,39600,RENT,4.0,DEBTCONSOLIDATION,F,10000,20.89,1,0.25,Y,10
21315,28,47000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9000,12.42,0,0.19,N,8
4486,23,50000,RENT,7.0,EDUCATION,B,4800,10.37,0,0.1,N,3
8335,23,52000,RENT,7.0,VENTURE,B,7500,10.38,0,0.14,N,2
26287,31,100000,MORTGAGE,15.0,PERSONAL,A,19000,8.49,0,0.19,N,9
18957,30,92700,RENT,1.0,VENTURE,B,15000,11.99,0,0.16,N,5
29882,38,40000,MORTGAGE,4.0,PERSONAL,B,4000,12.21,0,0.1,N,13
27178,28,125000,MORTGAGE,13.0,VENTURE,B,15000,10.25,0,0.12,N,7
25294,30,60000,RENT,4.0,PERSONAL,B,12000,10.99,0,0.2,N,10
28800,28,48000,RENT,7.0,PERSONAL,C,4000,14.35,0,0.08,N,10
11183,22,50000,RENT,0.0,PERSONAL,A,10000,7.88,0,0.2,N,3
403,23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4
31568,38,107004,MORTGAGE,11.0,VENTURE,B,15000,10.0,0,0.14,N,16
28759,27,20000,RENT,0.0,VENTURE,B,8000,11.89,1,0.4,N,6
5129,23,60000,RENT,2.0,MEDICAL,A,9000,6.17,0,0.15,N,2
30586,40,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,14400,5.42,0,0.24,N,12
10013,25,25716,RENT,1.0,MEDICAL,A,9250,6.54,1,0.36,N,3
32406,51,98000,RENT,5.0,PERSONAL,C,6000,15.96,0,0.06,N,23
14863,23,37500,RENT,0.0,DEBTCONSOLIDATION,A,1800,8.94,0,0.05,N,4
5514,26,45000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4000,13.92,0,0.09,N,2
719,24,74000,RENT,0.0,HOMEIMPROVEMENT,B,20000,12.69,0,0.27,N,3
1285,22,61000,RENT,3.0,VENTURE,C,16000,,0,0.26,Y,2
2241,24,31000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,5.42,0,0.26,N,4
13222,23,35482,OWN,7.0,VENTURE,D,7000,14.74,0,0.2,N,4
25770,31,90000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,12000,11.49,0,0.13,N,7
26771,34,112123,MORTGAGE,2.0,EDUCATION,A,12800,8.94,0,0.11,N,6
14058,26,80000,RENT,6.0,EDUCATION,B,14000,,0,0.17,N,2
1659,21,15360,RENT,0.0,EDUCATION,B,1600,12.69,0,0.1,N,2
1603,21,40000,RENT,5.0,EDUCATION,B,1500,12.18,0,0.04,N,4
3369,25,45000,RENT,2.0,DEBTCONSOLIDATION,B,11000,9.25,0,0.24,N,2
9198,24,60000,MORTGAGE,8.0,PERSONAL,D,10000,14.42,0,0.17,N,4
25794,27,90000,MORTGAGE,5.0,VENTURE,C,12000,12.73,0,0.13,N,9
6188,25,25200,RENT,0.0,DEBTCONSOLIDATION,B,6000,9.76,0,0.24,N,3
16736,25,61200,MORTGAGE,1.0,PERSONAL,A,5650,7.66,0,0.09,N,2
27371,32,70000,RENT,2.0,MEDICAL,C,15000,14.27,0,0.21,Y,5
11705,24,75000,OWN,8.0,MEDICAL,B,16500,12.18,0,0.22,N,2
22664,29,44720,RENT,6.0,EDUCATION,B,7500,,0,0.17,N,5
1694,23,28800,MORTGAGE,6.0,MEDICAL,B,5000,11.99,0,0.17,N,3
27072,29,68000,RENT,4.0,EDUCATION,B,1600,11.48,0,0.02,N,10
14934,26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5600,13.49,0,0.05,Y,3
16621,22,24449,OWN,2.0,VENTURE,B,1800,11.89,0,0.07,N,4
3487,26,16800,RENT,,PERSONAL,B,10625,,1,0.63,N,3
31611,38,112224,MORTGAGE,5.0,EDUCATION,A,25000,6.99,0,0.22,N,13
22107,29,26400,RENT,2.0,VENTURE,B,6500,10.38,0,0.25,N,10
1869,25,30000,MORTGAGE,2.0,VENTURE,B,8000,10.65,0,0.27,N,4
7771,23,36000,RENT,5.0,VENTURE,B,7000,10.65,0,0.19,N,2
8864,25,43200,RENT,10.0,VENTURE,B,8000,,0,0.19,N,3
18852,27,27840,MORTGAGE,2.0,MEDICAL,A,2400,5.42,0,0.09,N,7
29068,28,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.15,N,7
6527,22,50000,OWN,6.0,EDUCATION,B,1000,9.91,0,0.02,N,2
14353,24,43000,RENT,3.0,PERSONAL,B,14500,10.75,1,0.34,N,2
20381,28,39600,RENT,6.0,VENTURE,B,4500,10.25,0,0.11,N,10
3884,22,32400,RENT,4.0,VENTURE,D,4000,,1,0.12,Y,2
29127,44,584800,MORTGAGE,4.0,MEDICAL,C,20000,,1,0.03,Y,16
24100,31,70000,MORTGAGE,11.0,VENTURE,A,4500,7.9,0,0.06,N,8
8444,26,230000,RENT,0.0,EDUCATION,A,7500,8.0,0,0.03,N,2
7072,22,60000,RENT,1.0,PERSONAL,C,7000,14.65,0,0.12,N,2
6003,22,48000,MORTGAGE,0.0,MEDICAL,A,5000,6.03,0,0.1,N,4
5908,21,47200,MORTGAGE,1.0,MEDICAL,C,7000,13.23,0,0.15,N,4
20286,32,72000,RENT,6.0,HOMEIMPROVEMENT,B,4000,10.0,0,0.06,N,6
1767,24,17616,RENT,,VENTURE,B,2000,10.37,0,0.11,N,2
10828,21,43000,RENT,3.0,PERSONAL,C,10000,,0,0.23,N,4
4673,26,36000,MORTGAGE,3.0,EDUCATION,B,11000,10.59,1,0.31,N,4
28970,29,74100,RENT,3.0,VENTURE,C,4500,13.61,0,0.06,Y,8
31405,41,92000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,9.63,0,0.09,N,13
25834,28,90000,MORTGAGE,7.0,EDUCATION,A,12000,8.32,0,0.13,N,8
26698,27,110000,OWN,0.0,VENTURE,D,25000,16.32,0,0.23,Y,7
19223,28,31000,MORTGAGE,0.0,VENTURE,B,11300,9.91,0,0.36,N,5
26663,35,110000,MORTGAGE,7.0,EDUCATION,A,10200,5.42,0,0.09,N,6
29308,37,45000,RENT,2.0,HOMEIMPROVEMENT,B,20000,12.53,1,0.44,N,14
1625,24,50400,RENT,8.0,DEBTCONSOLIDATION,A,1500,,0,0.03,N,4
25674,29,89520,OWN,13.0,MEDICAL,C,8000,13.23,0,0.09,N,10
26394,33,100000,MORTGAGE,2.0,VENTURE,C,7000,,0,0.07,N,6
11814,23,73000,RENT,0.0,EDUCATION,D,10000,14.11,1,0.14,N,3
10636,26,69654,MORTGAGE,10.0,MEDICAL,C,7500,,0,0.11,Y,3
17049,22,30000,RENT,2.0,EDUCATION,C,13000,13.11,1,0.43,N,3
22153,29,52800,MORTGAGE,7.0,EDUCATION,D,25475,16.29,0,0.48,Y,7
3737,24,24996,RENT,0.0,PERSONAL,B,4000,9.45,0,0.16,N,3
29886,38,33600,RENT,0.0,VENTURE,A,4800,8.49,0,0.14,N,11
6471,25,42000,RENT,1.0,MEDICAL,B,6000,,0,0.14,N,4
9486,22,91000,RENT,6.0,PERSONAL,A,8000,6.92,0,0.09,N,4
29158,44,12000,OWN,5.0,HOMEIMPROVEMENT,B,2000,9.88,1,0.17,N,11
5003,22,43000,MORTGAGE,0.0,EDUCATION,A,5000,7.14,0,0.12,N,2
13037,22,36000,OWN,6.0,EDUCATION,B,14500,10.99,0,0.4,N,3
4376,24,26085,RENT,2.0,EDUCATION,C,4800,13.35,0,0.18,Y,3
20444,28,14400,RENT,2.0,VENTURE,C,4800,14.65,1,0.33,Y,9
29436,36,27000,OWN,4.0,HOMEIMPROVEMENT,A,6000,7.14,0,0.22,N,15
28898,32,50000,RENT,3.0,MEDICAL,C,2500,13.49,0,0.05,N,10
11063,24,72000,MORTGAGE,8.0,PERSONAL,A,18000,7.9,0,0.25,N,2
8146,24,56000,OWN,8.0,VENTURE,A,2000,6.99,0,0.04,N,3
24982,31,79100,MORTGAGE,4.0,MEDICAL,A,19150,6.99,0,0.24,N,7
31166,43,30000,RENT,0.0,PERSONAL,C,11525,13.57,1,0.38,Y,17
12408,23,42000,RENT,2.0,EDUCATION,B,12000,10.65,0,0.29,N,4
13432,25,91200,MORTGAGE,9.0,PERSONAL,A,6000,7.68,0,0.07,N,4
12003,22,57800,RENT,6.0,DEBTCONSOLIDATION,C,11200,13.16,1,0.19,N,3
31375,41,90000,OWN,12.0,VENTURE,A,8000,7.51,0,0.09,N,16
14393,26,105000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,9500,9.32,0,0.09,N,3
26839,28,115000,MORTGAGE,8.0,MEDICAL,A,28000,,0,0.24,N,5
15559,25,145000,MORTGAGE,3.0,EDUCATION,B,25000,11.36,0,0.17,N,4
19973,32,32004,RENT,10.0,DEBTCONSOLIDATION,C,10400,15.27,1,0.32,N,9
242,25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3
12006,22,78000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,9600,10.95,0,0.12,N,2
2508,22,18000,RENT,1.0,PERSONAL,B,3000,11.86,1,0.17,N,2
24252,28,70000,MORTGAGE,0.0,VENTURE,B,5275,,0,0.08,N,5
19027,31,50000,RENT,15.0,PERSONAL,A,2000,5.42,1,0.04,N,8
15846,23,200000,MORTGAGE,7.0,VENTURE,B,21000,12.69,0,0.1,N,2
12176,24,80000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,6.99,0,0.06,N,4
23951,30,30000,RENT,2.0,VENTURE,C,10000,,1,0.33,N,7
1426,23,75000,RENT,0.0,PERSONAL,C,1000,13.23,0,0.01,Y,3
18913,27,60000,RENT,11.0,DEBTCONSOLIDATION,B,1800,11.46,0,0.03,N,8
28986,33,66000,RENT,2.0,VENTURE,D,6400,14.96,1,0.1,N,6
2231,25,76000,RENT,4.0,EDUCATION,C,13200,12.23,0,0.17,N,4
7089,22,60000,RENT,5.0,MEDICAL,B,7000,9.99,0,0.12,N,4
15413,25,134748,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,10.75,0,0.19,N,3
5047,22,43200,MORTGAGE,1.0,PERSONAL,D,8400,16.77,0,0.19,N,4
18401,30,69000,RENT,2.0,VENTURE,E,20000,17.14,1,0.29,Y,7
30739,39,48000,RENT,3.0,MEDICAL,C,8400,12.53,0,0.17,Y,17
19305,32,52000,RENT,0.0,PERSONAL,B,2500,8.88,0,0.05,N,10
30829,40,66000,OWN,25.0,MEDICAL,C,6125,14.65,0,0.09,Y,17
5084,25,43200,OWN,9.0,VENTURE,B,13800,11.48,0,0.32,N,2
3238,23,36000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6400,11.49,0,0.18,N,3
22572,30,20800,RENT,0.0,MEDICAL,A,7250,8.0,1,0.35,N,10
10751,25,70000,MORTGAGE,1.0,VENTURE,A,4800,6.99,0,0.07,N,4
6416,25,33600,RENT,9.0,DEBTCONSOLIDATION,D,6000,15.58,1,0.18,Y,2
20707,29,35000,RENT,1.0,MEDICAL,A,5000,,0,0.14,N,9
29441,39,27040,MORTGAGE,0.0,HOMEIMPROVEMENT,A,4800,8.59,0,0.18,N,17
23671,34,65000,MORTGAGE,5.0,EDUCATION,B,21200,9.99,0,0.33,N,6
20848,27,43500,MORTGAGE,0.0,MEDICAL,B,1200,,0,0.03,N,5
12817,22,42000,RENT,6.0,DEBTCONSOLIDATION,B,3000,12.69,0,0.07,N,2
10979,25,40000,RENT,2.0,EDUCATION,B,4200,9.63,0,0.1,N,2
18047,31,190000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,6.03,0,0.05,N,7
4482,22,40872,MORTGAGE,6.0,EDUCATION,B,13750,10.83,0,0.34,N,4
21910,27,81000,RENT,0.0,VENTURE,A,6000,7.14,0,0.07,N,9
19319,29,73000,RENT,7.0,DEBTCONSOLIDATION,C,2500,14.35,0,0.03,Y,9
30045,37,43000,RENT,2.0,MEDICAL,B,8500,8.88,0,0.2,N,11
32552,65,45900,RENT,2.0,EDUCATION,C,10000,,0,0.22,Y,19
20497,27,40560,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.29,0,0.07,N,8
7846,26,36000,RENT,3.0,DEBTCONSOLIDATION,D,7000,14.96,1,0.19,Y,4
9978,26,38400,RENT,8.0,VENTURE,D,9100,15.37,0,0.24,Y,2
20624,27,50000,RENT,1.0,PERSONAL,C,9900,14.35,0,0.2,N,5
28344,27,80000,MORTGAGE,5.0,VENTURE,C,35000,,0,0.44,N,8
14206,22,43000,RENT,2.0,DEBTCONSOLIDATION,A,14400,7.88,1,0.33,N,2
3778,22,38400,MORTGAGE,,EDUCATION,B,5000,11.49,0,0.13,N,2
13896,23,52800,RENT,4.0,VENTURE,C,14000,14.27,0,0.27,N,3
23082,28,50000,RENT,4.0,MEDICAL,A,8000,7.14,0,0.16,N,7
25603,30,36000,OWN,5.0,VENTURE,A,4800,,0,0.13,N,6
3948,26,48000,RENT,3.0,VENTURE,A,4000,5.79,0,0.08,N,2
19380,33,23004,RENT,6.0,PERSONAL,C,3000,13.43,0,0.13,Y,5
17622,24,62000,MORTGAGE,7.0,PERSONAL,A,6200,,0,0.1,N,2
5163,24,44000,MORTGAGE,,MEDICAL,A,3600,5.79,0,0.08,N,2
6755,25,96000,RENT,9.0,HOMEIMPROVEMENT,A,7075,5.99,0,0.07,N,4
5589,26,45000,OWN,2.0,MEDICAL,C,7000,,0,0.16,N,3
8672,22,30000,RENT,0.0,PERSONAL,A,8000,9.32,0,0.27,N,4
15466,21,70500,RENT,5.0,VENTURE,A,15000,8.0,0,0.21,N,3
1918,25,57000,RENT,8.0,MEDICAL,B,2000,11.36,0,0.04,N,2
21825,32,50000,MORTGAGE,0.0,MEDICAL,A,5000,8.59,0,0.1,N,9
22973,31,60000,MORTGAGE,0.0,VENTURE,B,7800,10.59,0,0.13,N,10
19860,27,39000,RENT,0.0,MEDICAL,D,11000,16.07,1,0.28,Y,9
32095,41,100000,RENT,3.0,VENTURE,B,12000,10.74,0,0.12,N,12
107,21,42500,RENT,3.0,EDUCATION,C,25000,12.73,1,0.59,Y,3
30607,38,60000,MORTGAGE,,DEBTCONSOLIDATION,A,12000,7.66,0,0.2,N,15
23185,35,60000,OWN,9.0,PERSONAL,B,24000,12.53,0,0.4,N,9
3105,25,25000,RENT,5.0,HOMEIMPROVEMENT,B,3450,11.99,1,0.14,N,4
13213,24,90000,MORTGAGE,4.0,VENTURE,A,20000,7.9,0,0.22,N,3
18504,32,12000,RENT,3.0,MEDICAL,C,900,10.28,1,0.07,N,5
15941,24,8400,RENT,,EDUCATION,C,1500,13.99,1,0.18,Y,2
30289,43,72000,RENT,5.0,MEDICAL,B,6000,12.42,0,0.08,N,17
3610,25,52000,RENT,0.0,HOMEIMPROVEMENT,A,3625,6.54,0,0.07,N,3
10899,21,45000,RENT,3.0,EDUCATION,B,10000,10.25,0,0.22,N,2
1090,21,37232,RENT,3.0,MEDICAL,B,17500,12.53,1,0.47,N,2
20403,29,49362,RENT,3.0,HOMEIMPROVEMENT,C,4500,12.61,1,0.09,N,6
19275,29,32108,RENT,4.0,VENTURE,E,2500,15.68,1,0.08,Y,5
28002,28,40000,RENT,1.0,PERSONAL,C,1700,,0,0.04,Y,9
12045,22,45000,RENT,6.0,EDUCATION,C,11300,13.48,0,0.25,Y,2
16234,26,159960,MORTGAGE,11.0,HOMEIMPROVEMENT,A,18325,7.49,0,0.11,N,2
30729,38,62691,OWN,17.0,VENTURE,C,6000,13.49,0,0.1,Y,13
3253,25,83500,RENT,9.0,HOMEIMPROVEMENT,C,3500,,0,0.04,N,2
8716,22,60000,MORTGAGE,1.0,MEDICAL,A,10000,7.9,0,0.17,N,4
22402,33,43000,RENT,2.0,EDUCATION,A,7000,7.88,0,0.16,N,6
18736,30,65000,RENT,0.0,MEDICAL,C,16000,13.06,0,0.25,N,8
8384,23,57504,MORTGAGE,7.0,PERSONAL,A,10000,8.59,0,0.17,N,2
3899,23,39000,MORTGAGE,8.0,EDUCATION,A,10000,7.51,0,0.26,N,2
1147,25,72000,RENT,,MEDICAL,A,17000,7.88,0,0.24,N,3
9849,26,65000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,17000,9.91,0,0.26,N,2
10632,23,63600,MORTGAGE,,DEBTCONSOLIDATION,B,20000,10.99,1,0.31,N,3
2195,26,100000,RENT,0.0,PERSONAL,A,13500,7.14,0,0.14,N,3
30131,41,47000,MORTGAGE,5.0,EDUCATION,B,7500,11.12,0,0.16,N,13
19108,30,42000,RENT,0.0,VENTURE,B,2250,8.88,0,0.05,N,8
1800,23,24000,RENT,0.0,EDUCATION,C,2000,14.35,0,0.08,Y,2
17655,25,30000,RENT,2.0,MEDICAL,B,2000,10.38,0,0.07,N,3
541,24,56000,RENT,8.0,VENTURE,D,21250,15.95,1,0.38,Y,3
13291,25,36000,RENT,0.0,VENTURE,C,12500,11.72,1,0.35,N,4
7284,22,52000,MORTGAGE,5.0,VENTURE,A,3900,7.51,0,0.07,N,3
22298,28,54000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,1200,7.51,0,0.02,N,7
21997,27,57000,RENT,0.0,EDUCATION,B,7000,11.71,0,0.12,N,8
151,26,48000,RENT,5.0,VENTURE,F,25000,18.43,1,0.52,N,2
19826,27,36000,OWN,4.0,MEDICAL,C,1050,14.72,0,0.03,Y,5
3836,23,38492,MORTGAGE,7.0,MEDICAL,B,6500,,0,0.17,N,4
23023,27,43000,RENT,2.0,MEDICAL,C,8000,12.68,0,0.19,N,6
18420,27,21600,OWN,11.0,HOMEIMPROVEMENT,B,4000,10.62,0,0.19,N,9
1567,23,27996,OWN,1.0,PERSONAL,D,4800,15.99,0,0.17,Y,2
32500,55,91154,MORTGAGE,15.0,PERSONAL,A,10000,6.62,0,0.11,N,28
25529,28,85100,MORTGAGE,12.0,EDUCATION,A,8000,7.51,0,0.09,N,8
21552,27,32000,RENT,11.0,EDUCATION,C,6000,14.27,0,0.19,N,8
15839,25,195054,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,10.59,0,0.05,N,2
26808,35,114000,MORTGAGE,11.0,EDUCATION,B,7000,11.49,0,0.06,N,10
18319,35,54000,RENT,0.0,PERSONAL,D,20500,14.61,1,0.38,Y,5
1511,21,23004,RENT,5.0,VENTURE,B,1350,9.99,0,0.06,N,2
17348,21,70553,MORTGAGE,2.0,MEDICAL,D,10000,15.28,1,0.12,N,3
31610,45,100000,MORTGAGE,3.0,DEBTCONSOLIDATION,E,10000,16.0,1,0.1,Y,13
2449,26,30000,RENT,,VENTURE,C,2800,14.65,0,0.09,Y,3
22174,27,50100,RENT,11.0,VENTURE,A,6600,8.0,0,0.13,N,7
13054,23,36000,OWN,,EDUCATION,A,5500,5.42,0,0.15,N,2
3722,24,22000,RENT,0.0,PERSONAL,B,4000,11.36,1,0.18,N,3
6717,24,54000,RENT,3.0,HOMEIMPROVEMENT,B,6000,10.99,1,0.11,N,2
6325,24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.23,Y,2
958,24,36000,RENT,4.0,VENTURE,B,18200,8.88,1,0.51,N,4
24141,27,41500,RENT,0.0,MEDICAL,C,10000,11.09,0,0.24,Y,6
19952,33,37000,MORTGAGE,2.0,PERSONAL,B,13000,10.36,0,0.35,N,7
9970,21,59000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,9.99,1,0.08,N,2
31959,38,81000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,11000,10.36,0,0.14,N,14
11894,26,77004,MORTGAGE,0.0,MEDICAL,B,6000,11.99,0,0.08,N,4
28373,34,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,B,3600,9.88,0,0.14,N,5
17008,22,31200,RENT,5.0,DEBTCONSOLIDATION,C,10000,12.73,1,0.32,Y,2
22643,30,56604,MORTGAGE,3.0,VENTURE,D,3000,17.58,0,0.05,N,9
14314,24,104000,MORTGAGE,8.0,EDUCATION,C,25000,12.84,0,0.24,N,2
2638,24,45000,RENT,8.0,MEDICAL,A,3000,7.49,0,0.07,N,4
8779,23,38000,RENT,0.0,MEDICAL,A,8000,6.17,0,0.21,N,2
30401,43,80000,RENT,5.0,HOMEIMPROVEMENT,B,6400,11.71,0,0.08,N,11
2769,24,55032,RENT,8.0,EDUCATION,A,12000,9.63,0,0.22,N,2
7088,22,60000,RENT,3.0,EDUCATION,A,7000,6.91,0,0.12,N,2
25682,27,120000,RENT,4.0,DEBTCONSOLIDATION,A,12000,,0,0.1,N,5
1352,23,30000,RENT,,VENTURE,A,1000,7.49,0,0.03,N,3
30107,39,40000,RENT,2.0,EDUCATION,A,5200,6.62,0,0.13,N,17
25947,29,70004,RENT,0.0,EDUCATION,B,12500,8.88,0,0.18,N,7
13836,26,42000,RENT,4.0,DEBTCONSOLIDATION,B,14000,9.45,1,0.33,N,2
13985,23,62000,RENT,7.0,DEBTCONSOLIDATION,B,14000,10.99,0,0.23,N,4
